bbox_x1,bbox_y1,bbox_x2,bbox_y2,label,fname,labels
21,29,229,175,105,cars_train/06811.jpg,Ford F-450 Super Duty Crew Cab 2012
120,151,534,345,118,cars_train/06813.jpg,GMC Savana Van 2012
37,32,747,505,105,cars_train/06814.jpg,Ford F-450 Super Duty Crew Cab 2012
46,93,423,283,53,cars_train/06815.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
10,24,254,158,2,cars_train/06816.jpg,Acura TL Sedan 2012
5,50,499,308,105,cars_train/06817.jpg,Ford F-450 Super Duty Crew Cab 2012
17,40,245,153,135,cars_train/06818.jpg,Hyundai Accent Sedan 2012
139,101,678,410,191,cars_train/06819.jpg,Volkswagen Beetle Hatchback 2012
2,3,541,479,165,cars_train/06820.jpg,Mercedes-Benz Sprinter Van 2012
56,76,750,485,189,cars_train/06821.jpg,Volkswagen Golf Hatchback 2012
22,186,975,652,147,cars_train/06822.jpg,Jeep Grand Cherokee SUV 2012
74,56,577,276,30,cars_train/06823.jpg,BMW 6 Series Convertible 2007
21,52,638,340,109,cars_train/06824.jpg,Ford Edge SUV 2012
117,226,1404,1055,113,cars_train/06825.jpg,Ford F-150 Regular Cab 2007
70,77,479,241,21,cars_train/06826.jpg,Audi S5 Coupe 2012
32,17,427,250,141,cars_train/06827.jpg,Infiniti QX56 SUV 2011
8,50,242,129,91,cars_train/06828.jpg,Dodge Magnum Wagon 2008
28,36,570,285,34,cars_train/06829.jpg,BMW M5 Sedan 2010
114,48,570,450,165,cars_train/06831.jpg,Mercedes-Benz Sprinter Van 2012
1,239,1436,932,7,cars_train/06832.jpg,Aston Martin V8 Vantage Convertible 2012
3,23,132,98,0,cars_train/06833.jpg,AM General Hummer SUV 2000
75,47,327,246,66,cars_train/06834.jpg,Chevrolet Malibu Hybrid Sedan 2010
63,76,551,321,181,cars_train/06835.jpg,Suzuki Kizashi Sedan 2012
10,122,432,243,102,cars_train/06836.jpg,Ferrari 458 Italia Convertible 2012
259,730,1381,1117,163,cars_train/06837.jpg,Mercedes-Benz E-Class Sedan 2012
66,22,984,617,163,cars_train/06838.jpg,Mercedes-Benz E-Class Sedan 2012
34,53,270,139,1,cars_train/06839.jpg,Acura RL Sedan 2012
55,116,639,377,160,cars_train/06840.jpg,Mercedes-Benz 300-Class Convertible 1993
13,46,291,165,176,cars_train/06841.jpg,Rolls-Royce Phantom Sedan 2012
13,166,1005,638,134,cars_train/06842.jpg,Hyundai Elantra Sedan 2007
34,49,872,430,177,cars_train/06844.jpg,Scion xD Hatchback 2012
45,157,596,395,86,cars_train/06847.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
14,41,463,322,47,cars_train/06849.jpg,Buick Rainier SUV 2007
101,314,894,612,4,cars_train/06850.jpg,Acura TSX Sedan 2012
91,258,1079,825,144,cars_train/06851.jpg,Jeep Patriot SUV 2012
20,122,465,307,23,cars_train/06852.jpg,Audi S4 Sedan 2007
61,39,206,160,120,cars_train/06853.jpg,GMC Acadia SUV 2012
45,89,988,612,144,cars_train/06855.jpg,Jeep Patriot SUV 2012
32,52,432,277,70,cars_train/06856.jpg,Chevrolet Express Van 2007
17,27,207,98,13,cars_train/06857.jpg,Audi TTS Coupe 2012
184,185,571,314,179,cars_train/06858.jpg,Spyker C8 Coupe 2009
40,98,595,377,11,cars_train/06859.jpg,Audi RS 4 Convertible 2008
43,135,756,420,161,cars_train/06861.jpg,Mercedes-Benz C-Class Sedan 2012
28,85,577,309,61,cars_train/06862.jpg,Chevrolet Tahoe Hybrid SUV 2012
69,191,722,430,49,cars_train/06863.jpg,Buick Enclave SUV 2012
128,194,519,407,74,cars_train/06864.jpg,Chevrolet Silverado 1500 Regular Cab 2012
40,48,287,191,147,cars_train/06865.jpg,Jeep Grand Cherokee SUV 2012
39,141,602,337,186,cars_train/06866.jpg,Toyota Camry Sedan 2012
13,93,880,511,184,cars_train/06867.jpg,Tesla Model S Sedan 2012
44,158,568,371,83,cars_train/06868.jpg,Dodge Caliber Wagon 2007
17,17,236,170,14,cars_train/06869.jpg,Audi R8 Coupe 2012
34,28,171,104,17,cars_train/06871.jpg,Audi 100 Wagon 1994
20,38,615,394,177,cars_train/06872.jpg,Scion xD Hatchback 2012
1,3,224,95,17,cars_train/06873.jpg,Audi 100 Wagon 1994
26,11,269,221,154,cars_train/06874.jpg,Land Rover LR2 SUV 2012
10,22,488,280,124,cars_train/06875.jpg,HUMMER H2 SUT Crew Cab 2009
8,36,455,318,70,cars_train/06876.jpg,Chevrolet Express Van 2007
27,33,608,381,138,cars_train/06877.jpg,Hyundai Elantra Touring Hatchback 2012
39,222,1021,587,113,cars_train/06878.jpg,Ford F-150 Regular Cab 2007
66,80,426,192,28,cars_train/06879.jpg,BMW 3 Series Sedan 2012
11,8,575,314,71,cars_train/06880.jpg,Chevrolet Monte Carlo Coupe 2007
28,75,618,290,83,cars_train/06881.jpg,Dodge Caliber Wagon 2007
95,105,917,592,78,cars_train/06882.jpg,Chrysler 300 SRT-8 2010
109,142,530,323,58,cars_train/06883.jpg,Chevrolet Camaro Convertible 2012
62,318,1455,803,29,cars_train/06885.jpg,BMW 3 Series Wagon 2012
9,1,799,501,56,cars_train/06886.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
6,529,737,945,100,cars_train/06887.jpg,Ferrari FF Coupe 2012
103,414,1643,1086,85,cars_train/06888.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
44,126,613,429,181,cars_train/06889.jpg,Suzuki Kizashi Sedan 2012
31,10,718,323,28,cars_train/06891.jpg,BMW 3 Series Sedan 2012
6,17,297,179,30,cars_train/06892.jpg,BMW 6 Series Convertible 2007
29,179,623,438,114,cars_train/06893.jpg,Ford Focus Sedan 2007
24,46,607,242,26,cars_train/06894.jpg,BMW 1 Series Convertible 2012
147,737,1950,1430,153,cars_train/06895.jpg,Land Rover Range Rover SUV 2012
4,61,423,276,8,cars_train/06896.jpg,Aston Martin V8 Vantage Coupe 2012
11,22,394,178,161,cars_train/06897.jpg,Mercedes-Benz C-Class Sedan 2012
29,93,485,334,65,cars_train/06898.jpg,Chevrolet Cobalt SS 2010
135,135,865,613,147,cars_train/06899.jpg,Jeep Grand Cherokee SUV 2012
105,169,733,477,143,cars_train/06900.jpg,Jaguar XK XKR 2012
55,16,499,280,81,cars_train/06901.jpg,Daewoo Nubira Wagon 2002
283,346,1357,877,54,cars_train/06902.jpg,Chevrolet Corvette Convertible 2012
95,120,581,336,96,cars_train/06903.jpg,Dodge Charger SRT-8 2009
26,36,302,221,11,cars_train/06904.jpg,Audi RS 4 Convertible 2008
6,19,285,174,113,cars_train/06905.jpg,Ford F-150 Regular Cab 2007
37,229,563,429,9,cars_train/06906.jpg,Aston Martin Virage Convertible 2012
105,68,393,269,31,cars_train/06907.jpg,BMW X5 SUV 2007
37,32,337,240,145,cars_train/06908.jpg,Jeep Wrangler SUV 2012
45,75,591,421,146,cars_train/06909.jpg,Jeep Liberty SUV 2012
213,138,588,390,100,cars_train/06910.jpg,Ferrari FF Coupe 2012
70,45,436,271,176,cars_train/06911.jpg,Rolls-Royce Phantom Sedan 2012
25,44,626,420,114,cars_train/06912.jpg,Ford Focus Sedan 2007
39,114,603,377,90,cars_train/06913.jpg,Dodge Dakota Club Cab 2007
100,145,590,308,19,cars_train/06914.jpg,Audi S6 Sedan 2011
44,42,581,280,41,cars_train/06915.jpg,Bentley Continental GT Coupe 2012
12,62,310,181,59,cars_train/06917.jpg,Chevrolet HHR SS 2010
104,227,1168,706,138,cars_train/06918.jpg,Hyundai Elantra Touring Hatchback 2012
26,102,633,389,29,cars_train/06919.jpg,BMW 3 Series Wagon 2012
12,58,248,150,8,cars_train/06921.jpg,Aston Martin V8 Vantage Coupe 2012
16,72,452,216,54,cars_train/06923.jpg,Chevrolet Corvette Convertible 2012
44,34,225,159,47,cars_train/06924.jpg,Buick Rainier SUV 2007
25,34,588,254,59,cars_train/06925.jpg,Chevrolet HHR SS 2010
120,80,673,445,149,cars_train/06926.jpg,Lamborghini Reventon Coupe 2008
44,178,564,402,177,cars_train/06927.jpg,Scion xD Hatchback 2012
29,23,463,333,137,cars_train/06928.jpg,Hyundai Sonata Sedan 2012
7,31,294,214,109,cars_train/06929.jpg,Ford Edge SUV 2012
63,80,557,421,141,cars_train/06930.jpg,Infiniti QX56 SUV 2011
46,120,675,343,86,cars_train/06931.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
20,55,285,177,126,cars_train/06932.jpg,Honda Odyssey Minivan 2007
47,39,751,337,144,cars_train/06933.jpg,Jeep Patriot SUV 2012
42,79,371,273,29,cars_train/06934.jpg,BMW 3 Series Wagon 2012
21,107,484,273,192,cars_train/06935.jpg,Volvo C30 Hatchback 2012
19,61,222,139,140,cars_train/06936.jpg,Infiniti G Coupe IPL 2012
14,180,1017,708,90,cars_train/06937.jpg,Dodge Dakota Club Cab 2007
54,74,588,394,124,cars_train/06939.jpg,HUMMER H2 SUT Crew Cab 2009
7,406,1492,1024,54,cars_train/06941.jpg,Chevrolet Corvette Convertible 2012
216,214,816,447,133,cars_train/06942.jpg,Hyundai Sonata Hybrid Sedan 2012
1,37,260,161,122,cars_train/06943.jpg,Geo Metro Convertible 1993
22,82,988,533,78,cars_train/06944.jpg,Chrysler 300 SRT-8 2010
17,48,234,154,69,cars_train/06946.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
14,61,938,406,16,cars_train/06947.jpg,Audi 100 Sedan 1994
78,13,556,419,93,cars_train/06948.jpg,Dodge Durango SUV 2012
192,135,647,437,25,cars_train/06949.jpg,BMW ActiveHybrid 5 Sedan 2012
183,113,506,367,132,cars_train/06951.jpg,Hyundai Veracruz SUV 2012
7,10,206,115,40,cars_train/06952.jpg,Bentley Mulsanne Sedan 2011
268,440,953,820,38,cars_train/06953.jpg,Bentley Continental Supersports Conv. Convertible 2012
47,91,491,286,141,cars_train/06955.jpg,Infiniti QX56 SUV 2011
42,64,267,195,22,cars_train/06956.jpg,Audi S4 Sedan 2012
44,57,506,390,136,cars_train/06957.jpg,Hyundai Genesis Sedan 2012
50,137,583,395,178,cars_train/06958.jpg,Spyker C8 Convertible 2009
13,136,626,380,79,cars_train/06959.jpg,Chrysler Crossfire Convertible 2008
45,142,591,337,193,cars_train/06960.jpg,Volvo 240 Sedan 1993
185,40,1648,1065,146,cars_train/06961.jpg,Jeep Liberty SUV 2012
69,99,582,368,108,cars_train/06963.jpg,Ford Expedition EL SUV 2009
7,56,286,174,107,cars_train/06964.jpg,Ford Freestar Minivan 2007
30,106,599,340,183,cars_train/06965.jpg,Suzuki SX4 Sedan 2012
10,102,451,360,112,cars_train/06967.jpg,Ford F-150 Regular Cab 2012
57,69,467,328,130,cars_train/06968.jpg,Hyundai Santa Fe SUV 2012
99,147,712,516,20,cars_train/06969.jpg,Audi S5 Convertible 2012
95,22,499,216,95,cars_train/06970.jpg,Dodge Charger Sedan 2012
65,83,420,305,70,cars_train/06971.jpg,Chevrolet Express Van 2007
52,46,487,247,2,cars_train/06974.jpg,Acura TL Sedan 2012
95,87,961,702,153,cars_train/06975.jpg,Land Rover Range Rover SUV 2012
5,6,397,185,81,cars_train/06976.jpg,Daewoo Nubira Wagon 2002
83,131,536,368,148,cars_train/06977.jpg,Jeep Compass SUV 2012
41,105,973,606,86,cars_train/06978.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
92,190,481,357,100,cars_train/06979.jpg,Ferrari FF Coupe 2012
67,27,181,81,173,cars_train/06981.jpg,Ram C/V Cargo Van Minivan 2012
88,122,1200,772,141,cars_train/06982.jpg,Infiniti QX56 SUV 2011
82,270,1113,740,172,cars_train/06983.jpg,Porsche Panamera Sedan 2012
18,41,263,132,173,cars_train/06988.jpg,Ram C/V Cargo Van Minivan 2012
11,48,1008,491,169,cars_train/06989.jpg,Nissan Juke Hatchback 2012
128,179,665,534,148,cars_train/06990.jpg,Jeep Compass SUV 2012
53,274,894,641,12,cars_train/06991.jpg,Audi A5 Coupe 2012
39,47,177,118,135,cars_train/06992.jpg,Hyundai Accent Sedan 2012
58,210,899,685,88,cars_train/06993.jpg,Dodge Journey SUV 2012
11,16,324,203,43,cars_train/06994.jpg,Bentley Continental Flying Spur Sedan 2007
187,205,545,369,102,cars_train/06995.jpg,Ferrari 458 Italia Convertible 2012
12,37,255,176,91,cars_train/06996.jpg,Dodge Magnum Wagon 2008
187,113,604,443,36,cars_train/06997.jpg,BMW X3 SUV 2012
54,26,603,455,174,cars_train/06998.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
3,78,450,257,79,cars_train/06999.jpg,Chrysler Crossfire Convertible 2008
22,21,252,174,176,cars_train/07000.jpg,Rolls-Royce Phantom Sedan 2012
22,38,480,274,117,cars_train/07001.jpg,GMC Terrain SUV 2012
6,28,297,157,17,cars_train/07002.jpg,Audi 100 Wagon 1994
213,18,617,280,185,cars_train/07003.jpg,Toyota Sequoia SUV 2012
41,130,475,361,154,cars_train/07004.jpg,Land Rover LR2 SUV 2012
3,108,1333,887,10,cars_train/07005.jpg,Aston Martin Virage Coupe 2012
66,49,551,397,187,cars_train/07006.jpg,Toyota Corolla Sedan 2012
110,69,647,416,129,cars_train/07007.jpg,Hyundai Veloster Hatchback 2012
75,85,1178,780,11,cars_train/07008.jpg,Audi RS 4 Convertible 2008
118,112,485,351,119,cars_train/07010.jpg,GMC Yukon Hybrid SUV 2012
46,107,493,270,142,cars_train/07011.jpg,Isuzu Ascender SUV 2008
36,52,553,320,95,cars_train/07012.jpg,Dodge Charger Sedan 2012
12,52,391,231,50,cars_train/07017.jpg,Cadillac CTS-V Sedan 2012
295,292,1234,892,172,cars_train/07018.jpg,Porsche Panamera Sedan 2012
17,87,615,397,68,cars_train/07019.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
346,293,1027,764,88,cars_train/07020.jpg,Dodge Journey SUV 2012
21,48,579,480,94,cars_train/07021.jpg,Dodge Durango SUV 2007
11,64,891,512,27,cars_train/07022.jpg,BMW 1 Series Coupe 2012
1,35,180,156,115,cars_train/07023.jpg,Ford E-Series Wagon Van 2012
52,25,751,507,0,cars_train/07025.jpg,AM General Hummer SUV 2000
158,67,1147,759,195,cars_train/07026.jpg,smart fortwo Convertible 2012
17,42,258,145,37,cars_train/07027.jpg,BMW Z4 Convertible 2012
159,432,1462,896,27,cars_train/07031.jpg,BMW 1 Series Coupe 2012
45,48,457,314,109,cars_train/07032.jpg,Ford Edge SUV 2012
30,31,440,190,138,cars_train/07033.jpg,Hyundai Elantra Touring Hatchback 2012
53,31,460,330,33,cars_train/07034.jpg,BMW M3 Coupe 2012
22,89,921,629,74,cars_train/07035.jpg,Chevrolet Silverado 1500 Regular Cab 2012
7,94,397,223,71,cars_train/07036.jpg,Chevrolet Monte Carlo Coupe 2007
277,171,578,369,146,cars_train/07038.jpg,Jeep Liberty SUV 2012
29,141,749,397,21,cars_train/07039.jpg,Audi S5 Coupe 2012
129,99,427,249,30,cars_train/07040.jpg,BMW 6 Series Convertible 2007
152,139,432,309,116,cars_train/07041.jpg,Ford Fiesta Sedan 2012
57,41,242,151,89,cars_train/07044.jpg,Dodge Dakota Crew Cab 2010
32,49,445,302,29,cars_train/07045.jpg,BMW 3 Series Wagon 2012
77,129,475,316,79,cars_train/07046.jpg,Chrysler Crossfire Convertible 2008
14,18,284,223,70,cars_train/07047.jpg,Chevrolet Express Van 2007
10,49,576,403,190,cars_train/07049.jpg,Volkswagen Golf Hatchback 1991
29,444,1253,928,3,cars_train/07050.jpg,Acura TL Type-S 2008
69,30,832,582,34,cars_train/07051.jpg,BMW M5 Sedan 2010
50,55,432,261,58,cars_train/07052.jpg,Chevrolet Camaro Convertible 2012
49,34,190,109,15,cars_train/07053.jpg,Audi V8 Sedan 1994
313,460,1399,1150,114,cars_train/07054.jpg,Ford Focus Sedan 2007
59,62,1435,916,165,cars_train/07055.jpg,Mercedes-Benz Sprinter Van 2012
34,134,883,546,34,cars_train/07056.jpg,BMW M5 Sedan 2010
66,339,1756,1429,93,cars_train/07057.jpg,Dodge Durango SUV 2012
202,181,1513,1120,47,cars_train/07058.jpg,Buick Rainier SUV 2007
207,201,533,374,104,cars_train/07060.jpg,Fisker Karma Sedan 2012
55,53,567,269,6,cars_train/07061.jpg,Acura ZDX Hatchback 2012
6,74,471,320,117,cars_train/07062.jpg,GMC Terrain SUV 2012
42,60,265,153,140,cars_train/07063.jpg,Infiniti G Coupe IPL 2012
30,24,232,164,85,cars_train/07064.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
202,121,561,384,115,cars_train/07065.jpg,Ford E-Series Wagon Van 2012
27,207,597,392,193,cars_train/07066.jpg,Volvo 240 Sedan 1993
284,291,1247,732,193,cars_train/07067.jpg,Volvo 240 Sedan 1993
62,288,1215,686,56,cars_train/07068.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
17,15,200,126,122,cars_train/07069.jpg,Geo Metro Convertible 1993
107,71,293,216,77,cars_train/07070.jpg,Chrysler Town and Country Minivan 2012
65,101,583,357,122,cars_train/07071.jpg,Geo Metro Convertible 1993
18,77,600,393,126,cars_train/07072.jpg,Honda Odyssey Minivan 2007
33,33,605,376,77,cars_train/07074.jpg,Chrysler Town and Country Minivan 2012
15,28,466,313,53,cars_train/07075.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
2,34,128,81,16,cars_train/07076.jpg,Audi 100 Sedan 1994
29,92,640,386,62,cars_train/07077.jpg,Chevrolet Sonic Sedan 2012
9,214,971,631,139,cars_train/07078.jpg,Hyundai Azera Sedan 2012
491,252,904,437,151,cars_train/07080.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
134,89,787,590,33,cars_train/07081.jpg,BMW M3 Coupe 2012
21,103,459,249,44,cars_train/07082.jpg,Bugatti Veyron 16.4 Convertible 2009
31,22,239,193,105,cars_train/07083.jpg,Ford F-450 Super Duty Crew Cab 2012
17,35,458,256,50,cars_train/07084.jpg,Cadillac CTS-V Sedan 2012
9,21,473,293,67,cars_train/07085.jpg,Chevrolet TrailBlazer SS 2009
6,31,247,175,50,cars_train/07086.jpg,Cadillac CTS-V Sedan 2012
54,128,564,420,85,cars_train/07087.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
41,133,1007,748,146,cars_train/07088.jpg,Jeep Liberty SUV 2012
8,53,462,252,14,cars_train/07090.jpg,Audi R8 Coupe 2012
75,82,328,204,97,cars_train/07091.jpg,Eagle Talon Hatchback 1998
16,13,600,408,190,cars_train/07092.jpg,Volkswagen Golf Hatchback 1991
6,22,259,165,155,cars_train/07094.jpg,Lincoln Town Car Sedan 2011
146,264,860,654,106,cars_train/07095.jpg,Ford Mustang Convertible 2007
47,60,530,344,162,cars_train/07096.jpg,Mercedes-Benz SL-Class Coupe 2009
12,30,613,438,70,cars_train/07097.jpg,Chevrolet Express Van 2007
22,111,559,383,184,cars_train/07102.jpg,Tesla Model S Sedan 2012
11,99,427,229,14,cars_train/07103.jpg,Audi R8 Coupe 2012
41,79,593,355,77,cars_train/07104.jpg,Chrysler Town and Country Minivan 2012
54,60,212,169,96,cars_train/07105.jpg,Dodge Charger SRT-8 2009
59,85,572,411,158,cars_train/07106.jpg,Mazda Tribute SUV 2011
42,110,456,292,44,cars_train/07108.jpg,Bugatti Veyron 16.4 Convertible 2009
39,59,532,261,59,cars_train/07110.jpg,Chevrolet HHR SS 2010
5,88,500,257,125,cars_train/07111.jpg,Honda Odyssey Minivan 2012
50,145,599,354,49,cars_train/07112.jpg,Buick Enclave SUV 2012
353,314,955,568,143,cars_train/07114.jpg,Jaguar XK XKR 2012
53,60,224,152,21,cars_train/07115.jpg,Audi S5 Coupe 2012
81,189,769,427,56,cars_train/07116.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
15,93,417,288,116,cars_train/07117.jpg,Ford Fiesta Sedan 2012
39,149,600,445,32,cars_train/07119.jpg,BMW X6 SUV 2012
31,244,1447,946,80,cars_train/07120.jpg,Chrysler PT Cruiser Convertible 2008
28,34,297,182,2,cars_train/07121.jpg,Acura TL Sedan 2012
9,220,1262,740,59,cars_train/07122.jpg,Chevrolet HHR SS 2010
95,39,322,230,77,cars_train/07123.jpg,Chrysler Town and Country Minivan 2012
109,196,1483,1087,165,cars_train/07125.jpg,Mercedes-Benz Sprinter Van 2012
42,95,404,301,51,cars_train/07126.jpg,Cadillac SRX SUV 2012
36,38,466,201,158,cars_train/07127.jpg,Mazda Tribute SUV 2011
71,115,597,309,103,cars_train/07128.jpg,Ferrari 458 Italia Coupe 2012
24,83,253,176,154,cars_train/07129.jpg,Land Rover LR2 SUV 2012
19,41,375,241,15,cars_train/07130.jpg,Audi V8 Sedan 1994
653,379,1373,833,45,cars_train/07132.jpg,Bugatti Veyron 16.4 Coupe 2009
39,168,590,346,172,cars_train/07133.jpg,Porsche Panamera Sedan 2012
42,111,603,367,31,cars_train/07134.jpg,BMW X5 SUV 2007
22,38,297,185,157,cars_train/07135.jpg,Maybach Landaulet Convertible 2012
18,68,579,342,183,cars_train/07136.jpg,Suzuki SX4 Sedan 2012
32,40,247,172,117,cars_train/07137.jpg,GMC Terrain SUV 2012
1,50,299,173,67,cars_train/07138.jpg,Chevrolet TrailBlazer SS 2009
1,20,625,384,63,cars_train/07139.jpg,Chevrolet Express Cargo Van 2007
257,445,1145,808,161,cars_train/07140.jpg,Mercedes-Benz C-Class Sedan 2012
4,50,800,404,159,cars_train/07141.jpg,McLaren MP4-12C Coupe 2012
32,84,569,364,18,cars_train/07142.jpg,Audi TT Hatchback 2011
12,78,741,424,113,cars_train/07143.jpg,Ford F-150 Regular Cab 2007
28,8,498,342,26,cars_train/07144.jpg,BMW 1 Series Convertible 2012
30,102,607,446,148,cars_train/07145.jpg,Jeep Compass SUV 2012
39,47,238,155,28,cars_train/07146.jpg,BMW 3 Series Sedan 2012
55,160,963,663,191,cars_train/07147.jpg,Volkswagen Beetle Hatchback 2012
8,50,475,329,110,cars_train/07148.jpg,Ford Ranger SuperCab 2011
31,21,588,423,177,cars_train/07149.jpg,Scion xD Hatchback 2012
25,77,431,300,61,cars_train/07150.jpg,Chevrolet Tahoe Hybrid SUV 2012
36,60,539,266,175,cars_train/07151.jpg,Rolls-Royce Ghost Sedan 2012
39,160,1019,671,63,cars_train/07152.jpg,Chevrolet Express Cargo Van 2007
25,117,414,251,118,cars_train/07153.jpg,GMC Savana Van 2012
167,54,1066,720,39,cars_train/07154.jpg,Bentley Arnage Sedan 2009
29,88,1457,681,27,cars_train/07155.jpg,BMW 1 Series Coupe 2012
38,30,197,163,107,cars_train/07156.jpg,Ford Freestar Minivan 2007
68,52,661,349,110,cars_train/07158.jpg,Ford Ranger SuperCab 2011
38,194,1175,953,65,cars_train/07161.jpg,Chevrolet Cobalt SS 2010
5,8,199,109,107,cars_train/07162.jpg,Ford Freestar Minivan 2007
134,62,910,652,103,cars_train/07163.jpg,Ferrari 458 Italia Coupe 2012
45,64,940,671,153,cars_train/07164.jpg,Land Rover Range Rover SUV 2012
14,63,419,297,59,cars_train/07165.jpg,Chevrolet HHR SS 2010
39,79,561,410,72,cars_train/07166.jpg,Chevrolet Malibu Sedan 2007
468,144,789,352,57,cars_train/07167.jpg,Chevrolet Traverse SUV 2012
166,247,1480,982,41,cars_train/07168.jpg,Bentley Continental GT Coupe 2012
49,113,463,280,6,cars_train/07169.jpg,Acura ZDX Hatchback 2012
317,71,1242,937,181,cars_train/07172.jpg,Suzuki Kizashi Sedan 2012
55,214,714,447,28,cars_train/07173.jpg,BMW 3 Series Sedan 2012
63,66,566,299,5,cars_train/07174.jpg,Acura Integra Type R 2001
283,298,1405,979,2,cars_train/07175.jpg,Acura TL Sedan 2012
90,95,1153,691,192,cars_train/07177.jpg,Volvo C30 Hatchback 2012
102,210,601,419,126,cars_train/07178.jpg,Honda Odyssey Minivan 2007
78,126,965,721,166,cars_train/07180.jpg,Mitsubishi Lancer Sedan 2012
17,52,284,156,91,cars_train/07182.jpg,Dodge Magnum Wagon 2008
14,25,467,283,121,cars_train/07183.jpg,GMC Canyon Extended Cab 2012
3,65,233,171,188,cars_train/07184.jpg,Toyota 4Runner SUV 2012
156,143,699,386,150,cars_train/07185.jpg,Lamborghini Aventador Coupe 2012
141,243,913,498,65,cars_train/07186.jpg,Chevrolet Cobalt SS 2010
151,157,865,688,33,cars_train/07187.jpg,BMW M3 Coupe 2012
24,125,384,259,134,cars_train/07188.jpg,Hyundai Elantra Sedan 2007
30,175,376,307,132,cars_train/07189.jpg,Hyundai Veracruz SUV 2012
110,185,832,608,79,cars_train/07190.jpg,Chrysler Crossfire Convertible 2008
72,125,595,360,64,cars_train/07192.jpg,Chevrolet Avalanche Crew Cab 2012
5,2,216,74,17,cars_train/07195.jpg,Audi 100 Wagon 1994
29,203,637,450,50,cars_train/07196.jpg,Cadillac CTS-V Sedan 2012
8,51,254,140,107,cars_train/07197.jpg,Ford Freestar Minivan 2007
17,34,285,171,103,cars_train/07198.jpg,Ferrari 458 Italia Coupe 2012
14,64,1013,733,146,cars_train/07200.jpg,Jeep Liberty SUV 2012
5,109,468,292,152,cars_train/07203.jpg,Lamborghini Diablo Coupe 2001
22,43,261,160,71,cars_train/07205.jpg,Chevrolet Monte Carlo Coupe 2007
6,93,281,186,11,cars_train/07206.jpg,Audi RS 4 Convertible 2008
76,15,353,216,141,cars_train/07207.jpg,Infiniti QX56 SUV 2011
86,114,567,391,132,cars_train/07208.jpg,Hyundai Veracruz SUV 2012
15,20,258,178,96,cars_train/07209.jpg,Dodge Charger SRT-8 2009
69,71,249,164,173,cars_train/07210.jpg,Ram C/V Cargo Van Minivan 2012
10,86,584,401,137,cars_train/07211.jpg,Hyundai Sonata Sedan 2012
43,87,978,683,74,cars_train/07212.jpg,Chevrolet Silverado 1500 Regular Cab 2012
2,50,617,488,3,cars_train/07214.jpg,Acura TL Type-S 2008
92,185,398,346,134,cars_train/07215.jpg,Hyundai Elantra Sedan 2007
3,30,217,141,82,cars_train/07216.jpg,Dodge Caliber Wagon 2012
59,291,1005,709,163,cars_train/07217.jpg,Mercedes-Benz E-Class Sedan 2012
75,158,956,588,148,cars_train/07218.jpg,Jeep Compass SUV 2012
27,126,628,417,100,cars_train/07219.jpg,Ferrari FF Coupe 2012
14,158,982,708,163,cars_train/07220.jpg,Mercedes-Benz E-Class Sedan 2012
50,78,579,372,108,cars_train/07222.jpg,Ford Expedition EL SUV 2009
55,71,883,607,148,cars_train/07223.jpg,Jeep Compass SUV 2012
51,61,595,357,84,cars_train/07226.jpg,Dodge Caravan Minivan 1997
20,43,490,294,33,cars_train/07228.jpg,BMW M3 Coupe 2012
86,118,851,568,88,cars_train/07229.jpg,Dodge Journey SUV 2012
8,24,259,166,128,cars_train/07230.jpg,Honda Accord Sedan 2012
49,325,1261,1081,172,cars_train/07231.jpg,Porsche Panamera Sedan 2012
8,56,399,268,45,cars_train/07232.jpg,Bugatti Veyron 16.4 Coupe 2009
156,97,902,511,46,cars_train/07233.jpg,Buick Regal GS 2012
105,147,575,331,63,cars_train/07235.jpg,Chevrolet Express Cargo Van 2007
12,48,481,366,46,cars_train/07236.jpg,Buick Regal GS 2012
9,7,293,196,47,cars_train/07238.jpg,Buick Rainier SUV 2007
324,334,1115,772,111,cars_train/07239.jpg,Ford GT Coupe 2006
277,513,1160,833,11,cars_train/07241.jpg,Audi RS 4 Convertible 2008
42,96,443,291,99,cars_train/07243.jpg,FIAT 500 Convertible 2012
100,58,510,294,93,cars_train/07244.jpg,Dodge Durango SUV 2012
8,28,253,178,73,cars_train/07245.jpg,Chevrolet Silverado 1500 Extended Cab 2012
108,44,562,353,168,cars_train/07246.jpg,Nissan NV Passenger Van 2012
